Date,Hs_swell,Hs_sea
2018-05-15 06:30:00,0.0,0.035213633723318025
2018-05-15 07:00:00,0.41138789481461413,0.3135602015562562
2018-05-15 07:30:00,0.541885596782199,0.7208328516376039
2018-05-15 08:00:00,0.5177257961508196,0.6995998856489329
2018-05-15 08:30:00,0.4979357388258048,0.6655524021442639
2018-05-15 09:00:00,0.5091561646489219,0.6907966415668217
2018-05-15 09:30:00,0.5304149319165139,0.7032496000709848
2018-05-15 10:00:00,0.49741330902982483,0.6742106495747453
2018-05-15 10:30:00,0.726512216001906,0.47547870614781473
2018-05-15 11:00:00,0.7132461005852047,0.5380706273343677
2018-05-15 11:30:00,0.6821143599133507,0.5957851961907077
2018-05-15 12:00:00,0.6000499979168401,0.7180529228406496
2018-05-15 12:30:00,0.581704392281853,0.712348229449614
2018-05-15 13:00:00,0.6181585557120438,0.7359891303545183
2018-05-15 13:30:00,0.487934421823261,0.7857735042618833
2018-05-15 14:00:00,0.5664627083930592,0.8249606051200263
2018-05-15 14:30:00,0.5662155066756827,0.8176551840476521
2018-05-15 15:00:00,0.5392402062161167,0.8481037672360617
2018-05-15 15:30:00,0.5174359863789917,0.9061125757873577
2018-05-15 16:00:00,0.472038134052748,0.883447791326686
2018-05-15 16:30:00,0.47734683407350675,0.8647774280125494
2018-05-15 17:00:00,0.5099607828058939,0.8529478295886567
2018-05-15 17:30:00,0.40890096600521747,0.8741166970147636
2018-05-15 18:00:00,0.4860864120709404,0.7965927441296462
2018-05-15 18:30:00,0.5842773314103502,0.7932212806020776
2018-05-15 19:00:00,0.5398703548075224,0.81417442848569
2018-05-15 19:30:00,0.5022350047537507,0.8040398000099248
2018-05-15 20:00:00,0.4370125856311235,0.7865367124298777
2018-05-15 20:30:00,0.5118788919265963,0.7955375541104266
2018-05-15 21:00:00,0.5939865318338455,0.7526486564128047
2018-05-15 21:30:00,0.5337602458033007,0.8441326909911735
2018-05-15 22:00:00,0.5840890343089827,0.8016483019379508
2018-05-15 22:30:00,0.5659328582084628,0.8138304491723076
2018-05-15 23:00:00,0.5148592040548562,0.7770714252885639
2018-05-15 23:30:00,0.4679316189359296,0.7634657818134354
2018-05-16 00:00:00,0.582631959301925,0.6601817931448882
2018-05-16 00:30:00,0.5525576892958781,0.7299863012413315
2018-05-16 01:00:00,0.6333719286485627,0.7398378200659927
2018-05-16 01:30:00,0.6833886156499829,0.7071633474664817
2018-05-16 02:00:00,0.5594640292279746,0.7098732281189367
2018-05-16 02:30:00,0.524938091587951,0.7531799253830389
2018-05-16 03:00:00,0.4971317732754566,0.6862069658637983
2018-05-16 03:30:00,0.49628620774710236,0.712460525222275
2018-05-16 04:00:00,0.5246141439191283,0.6761656601750787
2018-05-16 04:30:00,0.5474851596162219,0.6411240129647305
2018-05-16 05:00:00,0.5234309887654723,0.7287249138049281
2018-05-16 05:30:00,0.5090383089709457,0.6743886120034946
2018-05-16 06:00:00,0.5573508769168664,0.6663932772770146
2018-05-16 06:30:00,0.5733236433289665,0.7416198487095663
2018-05-16 07:00:00,0.5437094812489479,0.6654922989787335
2018-05-16 07:30:00,0.676653530250157,0.5738989458084063
2018-05-16 08:00:00,0.5813948744184111,0.6746258222155449
2018-05-16 08:30:00,0.4661544808322666,0.7095350590351402
2018-05-16 09:00:00,0.5837465203322415,0.6553167173207166
2018-05-16 09:30:00,0.5890331060305525,0.7171610697744266
2018-05-16 10:00:00,0.6224307190362636,0.7044430424101015
2018-05-16 10:30:00,0.6493227240748625,0.7005711955254798
2018-05-16 11:00:00,0.4996398703066039,0.6842806441804415
2018-05-16 11:30:00,0.5381077958922357,0.7545064612049389
2018-05-16 12:00:00,0.5871456378105862,0.7723729669013539
2018-05-16 12:30:00,0.6174949392505172,0.7656631112963456
2018-05-16 13:00:00,0.5458388040438312,0.8020473801465846
2018-05-16 13:30:00,0.5448853090330111,0.8392854103342914
2018-05-16 14:00:00,0.4365775990588615,0.8730177546877268
2018-05-16 14:30:00,0.5341348144429455,0.8926813541236311
2018-05-16 15:00:00,0.5644111976210252,0.8937561188601731
2018-05-16 15:30:00,0.47273671319244925,0.8613942186943212
2018-05-16 16:00:00,0.4995397882051038,0.8821337767028309
2018-05-16 16:30:00,0.49556028896593396,0.9500736813531885
2018-05-16 17:00:00,0.5200576891076604,0.8553829551727109
2018-05-16 17:30:00,0.4928894399355701,0.8816348450464059
2018-05-16 18:00:00,0.48863073992535505,0.8126499861564017
2018-05-16 18:30:00,0.48439653177949155,0.8509289041982296
2018-05-16 19:00:00,0.49213819197457126,0.8461205587858033
2018-05-16 19:30:00,0.5012584163881939,0.7796409429987627
2018-05-16 20:00:00,0.46158422850006475,0.7387015635559465
2018-05-16 20:30:00,0.4239811316556434,0.7890247144418228
2018-05-16 21:00:00,0.45952149024827993,0.7622597982315479
2018-05-16 21:30:00,0.5009790414777847,0.7475827713370607
2018-05-16 22:00:00,0.4472135954999579,0.7292187600439255
2018-05-16 22:30:00,0.45115407567703514,0.6925893444170218
2018-05-16 23:00:00,0.5039444413821824,0.7033633484906646
2018-05-16 23:30:00,0.4555216789572149,0.7321748425068975
2018-05-17 00:00:00,0.5406847510333539,0.6921271559475181
2018-05-17 00:30:00,0.4976946855251721,0.6534829760598205
2018-05-17 01:00:00,0.5195959969052879,0.6438633395372034
2018-05-17 01:30:00,0.4591078304712303,0.648505975300151
2018-05-17 02:00:00,0.5350140185079266,0.709816877793139
2018-05-17 02:30:00,0.4931936739253657,0.6227037819059716
2018-05-17 03:00:00,0.5789645930452051,0.6948956756233269
2018-05-17 03:30:00,0.49739320461783554,0.6352322409953701
2018-05-17 04:00:00,0.6935993079581322,0.45886817279039954
2018-05-17 04:30:00,0.6980687645210892,0.43072032689437817
2018-05-17 05:00:00,0.6876772498781678,0.5209990403062178
2018-05-17 05:30:00,0.5101568386290631,0.7039886362719217
2018-05-17 06:00:00,0.5706838003658418,0.5840547919502073
2018-05-17 06:30:00,0.492909728043584,0.7762989115025216
2018-05-17 07:00:00,0.43034869582700025,0.7234915341591773
2018-05-17 07:30:00,0.5960704656330491,0.5812400536783404
2018-05-17 08:00:00,0.6132373113240909,0.6128621378417825
2018-05-17 08:30:00,0.634602237626058,0.5487440204685606
2018-05-17 09:00:00,0.7158631154068493,0.43726422218150895
2018-05-17 09:30:00,0.6783509416224023,0.5477955823115043
2018-05-17 10:00:00,0.7707399042478597,0.4685296148590823
2018-05-17 10:30:00,0.7424149782971785,0.5561294813260668
2018-05-17 11:00:00,0.6478425734698207,0.5637730039652484
2018-05-17 11:30:00,0.608276253029822,0.6494921092669256
2018-05-17 12:00:00,0.6124377519389215,0.6569627082262737
2018-05-17 12:30:00,0.6841929552399674,0.6418722614352484
2018-05-17 13:00:00,0.5037459677257973,0.5019163276881915
2018-05-17 13:30:00,0.6911729161360418,0.2507588482985197
2018-05-17 14:00:00,0.7232565243397392,0.22908513701242167
2018-05-17 14:30:00,0.4749105178873173,0.5445732273992177
2018-05-17 15:00:00,0.45882458521748803,0.5622810685057785
2018-05-17 15:30:00,0.48495360602845294,0.5886255176255953
2018-05-17 16:00:00,0.7158910531638177,0.2357965224510319
2018-05-17 16:30:00,0.4883646178829911,0.5888972745734182
2018-05-17 17:00:00,0.4600217386167745,0.6438012115552441
2018-05-17 17:30:00,0.487011293503549,0.6393121303401024
2018-05-17 18:00:00,0.4645212589322474,0.6040529778090662
2018-05-17 18:30:00,0.39527205820801453,0.575986110943658
2018-05-17 19:00:00,0.5159263513332111,0.5782041162081086
2018-05-17 19:30:00,0.6819090848492928,0.22503333086456326
2018-05-17 20:00:00,0.7273101126754666,0.2509183134009951
2018-05-17 20:30:00,0.653008422610306,0.23562682360037024
2018-05-17 21:00:00,0.625475818877117,0.25203174403237383
2018-05-17 21:30:00,0.6314903007964572,0.2327230113246217
2018-05-17 22:00:00,0.648660157555557,0.2873325599370875
2018-05-17 22:30:00,0.5776157892578768,0.356202189774291
2018-05-17 23:00:00,0.5935654976495854,0.36834766186308276
2018-05-17 23:30:00,0.5877754673342533,0.3752332607858743
2018-05-18 00:00:00,0.5677323312970646,0.3569873947354444
2018-05-18 00:30:00,0.6196450596914332,0.35631446785108234
2018-05-18 01:00:00,0.5273897989153754,0.47715825467029277
2018-05-18 01:30:00,0.6359559733189082,0.3952720582080145
2018-05-18 02:00:00,0.5707889277132134,0.5053315743153202
2018-05-18 02:30:00,0.6297142208970669,0.4666476186588763
2018-05-18 03:00:00,0.4771372968025032,0.5712442559886269
2018-05-18 03:30:00,0.581222848828227,0.49590321636383844
2018-05-18 04:00:00,0.540314723101268,0.49903907662626984
2018-05-18 04:30:00,0.4167013318913199,0.6142963454229562
2018-05-18 05:00:00,0.4763821994995195,0.5638439500429174
2018-05-18 05:30:00,0.4549945054613297,0.616311609496365
2018-05-18 06:00:00,0.4381552236365555,0.6174787445734469
2018-05-18 06:30:00,0.44705704334010893,0.5472842040475862
2018-05-18 07:00:00,0.5226471084776038,0.5463332316453027
2018-05-18 07:30:00,0.42381599781037055,0.5973273809227232
2018-05-18 08:00:00,0.4185928809714757,0.6024616170346456
2018-05-18 08:30:00,0.3931411960097797,0.6244357452933008
2018-05-18 09:00:00,0.35810612952028625,0.6292853089020909
2018-05-18 09:30:00,0.3948923904052849,0.5428812024743535
2018-05-18 10:00:00,0.3807623931009994,0.6539724764850582
2018-05-18 10:30:00,0.3272002444986862,0.5939023488756379
2018-05-18 11:00:00,0.36309778297312695,0.5897117940146694
2018-05-18 11:30:00,0.4161490117734271,0.5528109984434101
