Date,Hs_swell,Hs_sea
2018-06-01 00:30:00,0.32990907838372685,1.3078608488673404
2018-06-01 01:00:00,0.3665514970641916,1.269763757554924
2018-06-01 01:30:00,0.4951363448586662,1.2042425004956436
2018-06-01 02:00:00,0.40575854889330437,1.342214587910592
2018-06-01 02:30:00,0.3863677005133841,1.303326513196137
2018-06-01 03:00:00,0.40462328158424105,1.2179655167532455
2018-06-01 03:30:00,0.4151144420518274,1.269629867323544
2018-06-01 04:00:00,0.3960303018709554,1.2236829654775785
2018-06-01 04:30:00,0.380052627934606,1.3894819178384439
2018-06-01 05:00:00,0.2961756235749323,1.3594557734623074
2018-06-01 05:30:00,0.365403886131497,1.212649990722797
2018-06-01 06:00:00,0.38750483867946733,1.3130346530080614
2018-06-01 06:30:00,0.3160379724020517,1.3337690954584307
2018-06-01 07:00:00,0.413859879669436,1.283604300397907
2018-06-01 07:30:00,0.39864771415373745,1.300030768866645
2018-06-01 08:00:00,0.4503776193373734,1.40605120817131
2018-06-01 08:30:00,1.3890932294126266,0.3289984802396509
2018-06-01 09:00:00,1.276330678155156,0.44864239656991844
2018-06-01 09:30:00,1.2768868391521624,0.4506883623969006
2018-06-01 10:00:00,1.1995832609702421,0.4749736834815167
2018-06-01 10:30:00,1.3034876294004483,0.4293250516799596
2018-06-01 11:00:00,1.2617765253799897,0.5593567734460717
2018-06-01 11:30:00,1.3023056476879766,0.5896439603693062
2018-06-01 12:00:00,1.1846434062619857,0.5730619512757761
2018-06-01 12:30:00,1.2438890625775274,0.6349173174516506
2018-06-01 13:00:00,1.1759421754491162,0.6244997998398398
2018-06-01 13:30:00,1.233693641063291,0.6289674077406555
2018-06-01 14:00:00,1.3449535307957667,0.6429307894322686
2018-06-01 14:30:00,1.1593446424596958,0.6719523792650787
2018-06-01 15:00:00,1.086913060000661,0.6494921092669256
2018-06-01 15:30:00,1.1148632203100073,0.641747613941805
2018-06-01 16:00:00,1.225014285630988,0.7209993065183905
2018-06-01 16:30:00,1.1453471089586773,0.6404373505660019
2018-06-01 17:00:00,1.2472289284650193,0.6403748902010447
2018-06-01 17:30:00,1.2453112060846478,0.5756387756223516
2018-06-01 18:00:00,1.0006397953309674,0.8582307382050587
2018-06-01 18:30:00,0.9924817378672518,0.6981117389071753
2018-06-01 19:00:00,1.1548506396932896,0.713470391817348
2018-06-01 19:30:00,1.2301382036177886,0.5918783658827209
2018-06-01 20:00:00,0.9911306674702381,0.9208257164089195
2018-06-01 20:30:00,1.0122153920979469,0.7811273903788039
2018-06-01 21:00:00,1.0250560960259687,0.6592723261293469
2018-06-01 21:30:00,1.0686252851210287,0.6784099055880596
2018-06-01 22:00:00,1.1555604700750195,0.5555537777749333
2018-06-01 22:30:00,0.9964035327115215,0.6386235197673196
2018-06-01 23:00:00,1.0477499701741824,0.5949789912257407
2018-06-01 23:30:00,1.044145583719052,0.5786881716434163
2018-06-02 00:00:00,1.0777105362758592,0.5930935845210266
2018-06-02 00:30:00,0.34,1.191217864204529
2018-06-02 01:00:00,0.8278284846512591,0.6299841267841595
2018-06-02 01:30:00,0.2761883415352646,1.0440114941895995
2018-06-02 02:00:00,0.29939939879699157,1.073610730199731
2018-06-02 02:30:00,0.23435016535091255,1.1186152153444004
2018-06-02 03:00:00,0.31843366656181316,0.994947234781825
2018-06-02 03:30:00,0.251555162936482,1.0600566022623508
2018-06-02 04:00:00,0.2573713270743267,1.2018402556080405
2018-06-02 04:30:00,0.3074410512602375,1.115302649508195
2018-06-02 05:00:00,0.3176790833529964,1.1105314043285766
2018-06-02 05:30:00,0.5912021650839924,0.9047430574478039
2018-06-02 06:00:00,0.3385852920609517,1.1378049041905207
2018-06-02 06:30:00,0.7551026420295455,0.7554601246922302
2018-06-02 07:00:00,0.9335095071824389,0.5636310850192704
2018-06-02 07:30:00,1.0812307801759993,0.42369800565969157
2018-06-02 08:00:00,1.0804443530325845,0.39303943822471554
2018-06-02 08:30:00,1.0602641180385195,0.35496478698597694
2018-06-02 09:00:00,1.064114655476561,0.3480229877464993
2018-06-02 09:30:00,1.0783691390242955,0.35620218977429097
2018-06-02 10:00:00,1.0175952043912158,0.3732023579775455
2018-06-02 10:30:00,1.0450454535569254,0.39989998749687405
2018-06-02 11:00:00,1.0621581803102589,0.4017959681231259
2018-06-02 11:30:00,1.152709850743022,0.49678969393496886
2018-06-02 12:00:00,1.1101441347861096,0.45290175535098115
2018-06-02 12:30:00,1.0036035073673268,0.4295113502574757
2018-06-02 13:00:00,1.0296989851408032,0.41298910397248983
2018-06-02 13:30:00,1.1531088413501995,0.35507745633875437
2018-06-02 14:00:00,1.0549881515922346,0.37180640123591197
2018-06-02 14:30:00,0.3179937106296286,1.143206018178701
2018-06-02 15:00:00,0.24281680337241912,1.1476236316841861
2018-06-02 15:30:00,0.25377155080899055,1.2313001258832064
2018-06-02 16:00:00,0.22653917983430602,1.171895899813631
2018-06-02 16:30:00,0.23933240482642557,1.2895813274082406
2018-06-02 17:00:00,0.2613044201692732,1.2242793798802625
2018-06-02 17:30:00,0.25542122073155954,1.3121356637177424
2018-06-02 18:00:00,0.22154006409676794,1.2809371569284733
2018-06-02 18:30:00,0.22960836221705871,1.2276725947906468
2018-06-02 19:00:00,0.2449489742783179,1.2390964449953037
2018-06-02 19:30:00,0.2091889098398862,1.1913269912160978
2018-06-02 20:00:00,0.16528762809115513,1.3492071746029222
2018-06-02 20:30:00,0.24649543606322621,1.3038174718878404
2018-06-02 21:00:00,0.15152557539900655,1.2428596059088894
