Time Stamp= 2010-03-23 03:27:00
0.430	0.012	317.812	50.358	-1.270	3.306	0.441	0.188	0.980	16.980	73.259
0.440	0.009	296.719	54.162	-0.266	2.490	0.207	0.066	1.040	16.980	73.259
0.450	0.008	312.188	51.589	0.866	2.473	0.191	-0.223	1.100	16.980	73.259
0.460	0.008	309.375	56.624	0.199	2.449	0.215	-0.049	1.030	16.980	73.259
0.470	0.010	309.375	55.617	0.049	2.503	0.227	-0.012	1.010	16.980	73.259
0.480	0.009	295.312	52.596	0.041	2.876	0.336	-0.008	1.030	16.980	73.259
0.490	0.008	303.750	59.198	0.221	2.170	0.102	-0.066	0.920	16.980	73.259
0.500	0.006	310.781	52.931	-0.630	2.762	0.299	0.131	1.000	16.980	73.259
0.510	0.006	286.875	64.234	0.114	1.941	0.020	-0.039	0.960	16.980	73.259
0.520	0.008	288.281	62.555	-0.148	2.487	0.383	0.025	0.750	16.980	73.259
0.530	0.007	312.188	51.589	-0.508	2.723	0.273	0.111	0.720	16.980	73.259
0.540	0.007	326.250	61.212	0.203	2.284	0.205	-0.051	0.520	16.980	73.259
0.550	0.007	312.188	51.589	0.106	2.830	0.309	-0.021	0.520	16.980	73.259
0.560	0.010	296.719	51.253	0.250	2.626	0.240	-0.059	0.470	16.980	73.259
0.570	0.007	303.750	51.477	0.628	2.995	0.361	-0.113	0.450	16.980	73.259
0.580	0.008	296.719	44.650	0.196	3.261	0.387	-0.033	0.520	16.980	73.259
Time Stamp= 2010-03-23 07:57:00
0.025	0.000	272.812	73.970	-2.868	1.899	0.305	0.588	2.550	16.980	73.259
0.030	0.000	275.625	73.858	-1.871	1.854	0.236	0.441	2.550	16.980	73.259
0.035	0.001	254.531	64.682	-0.204	1.929	0.018	0.070	2.550	16.980	73.259
0.040	0.002	153.281	70.501	1.206	1.996	0.260	-0.271	2.550	16.980	73.259
0.045	0.015	219.375	72.067	-1.051	1.915	0.232	0.250	2.550	16.980	73.259
