Time Stamp= 2012-02-01 00:20:00
0.380	0.007	98.438	48.567	0.445	0.207	0.920
0.390	0.011	91.406	46.665	0.396	0.273	0.870
0.400	0.006	102.656	42.636	0.531	0.086	1.080
0.410	0.006	106.875	40.958	0.588	0.000	0.980
0.420	0.004	109.688	52.260	0.352	0.193	1.120
0.430	0.004	94.219	51.253	0.230	0.055	1.120
0.440	0.005	94.219	47.000	0.520	0.059	0.960
0.450	0.005	98.438	43.979	0.551	0.027	0.990
0.460	0.004	92.812	44.539	0.430	-0.049	1.100
0.470	0.006	92.812	42.524	0.627	0.102	0.920
0.480	0.005	97.031	53.715	0.377	-0.014	0.850
0.490	0.004	87.188	51.700	0.449	0.004	0.910
0.500	0.003	87.188	53.827	0.506	-0.039	0.940
0.510	0.003	99.844	60.093	0.244	0.002	0.870
0.520	0.003	68.906	52.931	0.289	0.156	0.760
0.530	0.002	60.469	61.436	0.150	0.322	0.840
0.540	0.002	60.469	66.584	0.049	0.154	0.660
0.550	0.003	87.188	64.793	0.105	0.070	0.510
0.560	0.002	67.500	62.779	0.025	0.150	0.540
0.570	0.001	52.031	63.003	-0.037	0.193	0.540
0.580	0.001	70.312	57.296	0.459	-0.109	0.500
Time Stamp= 2012-02-01 02:50:00
0.025	0.000	22.500	76.096	-0.373	0.305	2.550
0.030	0.000	90.000	77.551	0.469	0.021	2.550
0.035	0.001	92.812	72.739	0.393	-0.004	2.550
0.040	0.003	126.562	68.374	0.609	-0.287	2.550
0.045	0.004	187.031	65.913	0.203	-0.338	2.550
0.050	0.004	126.562	68.486	0.271	-0.377	2.550
0.055	0.012	135.000	45.769	0.582	-0.061	2.550
0.060	0.022	140.625	53.715	0.570	-0.035	2.160
0.065	0.104	160.312	32.565	0.900	0.016	2.010
0.070	0.975	154.688	17.793	0.967	-0.025	1.970
0.075	1.000	157.500	14.995	0.963	-0.004	1.720
0.080	0.304	164.531	17.681	0.902	-0.010	1.860
0.085	0.185	164.531	16.674	0.904	0.020	1.820
0.090	0.110	158.906	17.122	0.926	-0.020	1.500
0.095	0.035	164.531	33.572	0.641	0.066	1.670
0.100	0.053	153.281	26.298	0.699	-0.016	1.590
0.110	0.038	123.750	39.391	0.354	-0.008	1.320
0.120	0.086	104.062	26.186	0.736	-0.096	1.210
0.130	0.206	101.250	19.248	0.857	-0.025	1.160
0.140	0.432	98.438	18.800	0.863	-0.016	1.090
0.150	0.321	97.031	23.948	0.768	-0.043	1.060
0.160	0.225	101.250	26.634	0.672	-0.057	1.070
0.170	0.149	102.656	28.424	0.613	-0.057	1.080
0.180	0.074	99.844	37.824	0.373	-0.131	1.120
0.190	0.074	98.438	30.886	0.600	-0.082	1.010
0.200	0.108	92.812	27.417	0.709	-0.092	0.950
0.210	0.097	98.438	29.319	0.605	-0.023	0.970
0.220	0.063	102.656	38.719	0.365	-0.012	1.050
0.230	0.067	104.062	33.460	0.508	-0.006	0.970
0.240	0.093	106.875	26.410	0.699	0.043	0.930
0.250	0.088	102.656	26.410	0.740	0.027	0.930
0.260	0.049	97.031	32.900	0.637	-0.008	0.930
0.270	0.037	98.438	33.124	0.648	-0.002	1.010
0.280	0.020	102.656	39.727	0.492	0.057	1.090
0.290	0.032	102.656	38.160	0.584	0.035	0.890
0.300	0.018	94.219	40.622	0.475	-0.076	0.990
0.310	0.015	88.594	38.831	0.539	-0.062	1.110
0.320	0.015	92.812	37.712	0.600	-0.092	0.960
0.330	0.016	97.031	34.131	0.590	-0.053	0.980
0.340	0.008	88.594	42.300	0.418	-0.033	1.130
0.350	0.010	98.438	38.048	0.561	-0.025	0.980
0.360	0.016	105.469	35.810	0.627	0.045	0.930
0.370	0.011	95.625	39.727	0.473	-0.047	1.070
0.380	0.008	92.812	44.874	0.496	-0.152	0.970
0.390	0.007	102.656	55.058	0.354	-0.178	0.980
0.400	0.006	106.875	54.610	0.350	-0.186	0.930
0.410	0.006	84.375	56.401	0.379	-0.205	0.870
0.420	0.005	85.781	46.441	0.395	0.023	1.020
0.430	0.005	88.594	50.805	0.219	-0.053	0.860
0.440	0.004	92.812	46.217	0.529	0.098	1.080
0.450	0.003	101.250	53.043	0.508	0.150	1.170
0.460	0.005	87.188	51.589	0.521	-0.006	0.820
0.470	0.004	82.969	58.527	0.273	0.135	0.910
0.480	0.003	95.625	55.505	0.309	-0.025	1.150
0.490	0.003	77.344	53.267	0.283	0.062	1.010
0.500	0.002	81.562	58.974	0.258	-0.047	1.080
0.510	0.002	74.531	58.639	0.385	0.094	1.020
0.520	0.003	66.094	54.610	0.336	0.078	0.740
0.530	0.002	57.656	56.960	0.338	0.117	0.800
0.540	0.002	50.625	59.086	-0.045	0.094	0.680
0.550	0.003	45.000	64.234	0.045	-0.031	0.530
0.560	0.002	45.000	62.220	0.121	0.234	0.650
0.570	0.002	54.844	56.065	0.107	0.266	0.560
0.580	0.002	78.750	56.512	0.193	0.127	0.450
Time Stamp= 2012-02-01 03:20:00
0.025	0.000	123.750	63.227	-0.121	-0.178	2.550
0.030	0.000	144.844	68.486	-0.182	0.525	2.550
0.035	0.002	109.688	70.165	-0.156	-0.258	2.550
0.040	0.004	149.062	68.039	-0.115	0.305	2.550
0.045	0.007	146.250	58.303	0.057	-0.221	2.550
0.050	0.018	161.719	54.274	0.018	-0.104	2.550
0.055	0.031	135.000	44.315	0.787	-0.010	2.550
0.060	0.055	140.625	38.608	0.598	0.119	2.370
0.065	0.245	161.719	19.472	0.873	0.021	2.150
0.070	0.712	165.938	23.165	0.871	-0.002	2.170
0.075	0.980	156.094	18.576	0.902	-0.037	2.100
0.080	0.647	158.906	19.360	0.918	0.020	1.910
0.085	0.475	161.719	13.541	0.957	-0.006	1.780
0.090	0.250	156.094	20.703	0.893	0.014	1.400
0.095	0.098	147.656	27.305	0.898	0.004	1.730
0.100	0.068	149.062	34.243	0.621	0.125	1.500
