  0.550 	  0.000 	291.094 	 77.439 	 -3.598 	  1.782 	  0.080 	 17.528 	 78.401 	
  0.560 	  0.000 	227.812 	 74.529 	 -0.347 	  1.264 	  0.070 	 17.528 	 78.401 	
  0.570 	  0.000 	201.094 	 60.317 	  0.511 	  1.672 	  0.070 	 17.528 	 78.401 	
  0.580 	  0.000 	192.656 	 48.679 	  1.691 	  2.768 	  0.080 	 17.528 	 78.401 	
Time Stamp= 2011-09-10T07:22:00  0.025 	  0.000 	 33.750 	 75.984 	  8.908 	  2.052 	  2.040 	 17.528 	 78.401 	
  0.030 	  0.000 	 35.156 	 62.443 	  0.024 	  2.842 	  1.640 	 17.528 	 78.401 	
  0.035 	  0.000 	 53.438 	 55.729 	 -1.408 	  2.404 	  1.370 	 17.528 	 78.401 	
  0.040 	  0.001 	 75.938 	 61.101 	 -3.420 	  3.321 	  1.290 	 17.528 	 78.401 	
  0.045 	  0.000 	116.719 	 63.003 	  3.951 	  2.779 	  1.460 	 17.528 	 78.401 	
  0.050 	  0.000 	123.750 	 59.982 	  3.818 	  3.149 	  1.660 	 17.528 	 78.401 	
  0.055 	  0.000 	139.219 	 60.317 	  0.817 	  2.620 	  1.970 	 17.528 	 78.401 	
  0.060 	  0.000 	 35.156 	 71.732 	  0.463 	  1.258 	  1.940 	 17.528 	 78.401 	
  0.065 	  0.000 	 81.562 	 69.270 	 -0.961 	  1.662 	  2.520 	 17.528 	 78.401 	
  0.070 	  0.000 	334.688 	 77.215 	  1.750 	  1.755 	  2.550 	 17.528 	 78.401 	
  0.075 	  0.000 	  7.031 	 67.591 	  0.071 	  1.628 	  2.060 	 17.528 	 78.401 	
  0.080 	  0.000 	119.531 	 75.313 	  0.232 	  1.733 	  2.490 	 17.528 	 78.401 	
  0.085 	  0.000 	229.219 	 68.039 	 -1.423 	  2.021 	  2.550 	 17.528 	 78.401 	
  0.090 	  0.000 	118.125 	 69.046 	  1.551 	  2.330 	  2.530 	 17.528 	 78.401 	
  0.095 	  0.000 	246.094 	 64.234 	 -0.097 	  1.622 	  2.550 	 17.528 	 78.401 	
  0.100 	  0.000 	340.312 	 77.998 	  1.606 	  1.554 	  2.550 	 17.528 	 78.401 	
  0.110 	  0.000 	344.531 	 75.536 	  1.020 	  1.515 	  2.550 	 17.528 	 78.401 	
  0.120 	  0.000 	 70.312 	 71.620 	 -1.927 	  1.965 	  2.550 	 17.528 	 78.401 	
  0.130 	  0.000 	160.312 	 77.103 	  0.542 	  1.411 	  2.550 	 17.528 	 78.401 	
  0.140 	  0.000 	275.625 	 77.327 	 -0.517 	  1.810 	  2.550 	 17.528 	 78.401 	
  0.150 	  0.000 	129.375 	 75.089 	  1.695 	  1.824 	  2.550 	 17.528 	 78.401 	
  0.160 	  0.000 	154.688 	 73.634 	  1.534 	  1.735 	  2.550 	 17.528 	 78.401 	
  0.170 	  0.000 	112.500 	 73.746 	  1.178 	  2.026 	  2.550 	 17.528 	 78.401 	
  0.180 	  0.000 	 67.500 	 72.067 	 -0.986 	  1.792 	  2.550 	 17.528 	 78.401 	
  0.190 	  0.000 	358.594 	 73.634 	  0.399 	  1.677 	  2.550 	 17.528 	 78.401 	
  0.200 	  0.000 	 66.094 	 78.110 	  0.028 	  1.500 	  2.550 	 17.528 	 78.401 	
  0.210 	  0.000 	142.031 	 75.760 	  0.240 	  1.521 	  2.550 	 17.528 	 78.401 	
  0.220 	  0.000 	220.781 	 78.558 	 -0.890 	  1.410 	  2.550 	 17.528 	 78.401 	
  0.230 	  0.000 	274.219 	 71.732 	 -2.179 	  2.158 	  2.550 	 17.528 	 78.401 	
  0.240 	  0.000 	 80.156 	 78.558 	 -3.873 	  1.920 	  2.550 	 17.528 	 78.401 	
  0.250 	  0.000 	119.531 	 75.872 	  2.062 	  1.836 	  2.550 	 17.528 	 78.401 	
  0.260 	  0.000 	188.438 	 71.620 	  0.155 	  1.278 	  2.550 	 17.528 	 78.401 	
  0.270 	  0.000 	153.281 	 72.179 	  0.741 	  1.565 	  2.550 	 17.528 	 78.401 	
  0.280 	  0.000 	279.844 	 73.186 	 -2.252 	  2.101 	  2.550 	 17.528 	 78.401 	
  0.290 	  0.000 	 90.000 	 72.963 	 -1.852 	  1.917 	  2.550 	 17.528 	 78.401 	
  0.300 	  0.000 	116.719 	 72.515 	 -0.299 	  1.850 	  2.550 	 17.528 	 78.401 	
  0.310 	  0.000 	281.250 	 79.006 	  0.137 	  1.503 	  2.550 	 17.528 	 78.401 	
  0.320 	  0.000 	157.500 	 78.894 	  0.429 	  1.723 	  2.550 	 17.528 	 78.401 	
  0.330 	  0.000 	292.500 	 77.215 	  0.290 	  1.569 	  2.260 	 17.528 	 78.401 	
  0.340 	  0.000 	 56.250 	 69.829 	 -0.700 	  1.790 	  2.550 	 17.528 	 78.401 	
  0.350 	  0.000 	 95.625 	 71.844 	 -0.332 	  1.819 	  2.270 	 17.528 	 78.401 	
  0.360 	  0.000 	355.781 	 74.753 	  0.060 	  1.696 	  2.550 	 17.528 	 78.401 	
  0.370 	  0.000 	326.250 	 77.551 	  0.662 	  1.557 	  2.550 	 17.528 	 78.401 	
  0.380 	  0.000 	 19.688 	 75.201 	 -0.542 	  1.526 	  2.550 	 17.528 	 78.401 	
  0.390 	  0.000 	265.781 	 78.670 	 -0.036 	  1.584 	  2.550 	 17.528 	 78.401 	
  0.400 	  0.000 	254.531 	 75.760 	 -0.216 	  1.681 	  2.550 	 17.528 	 78.401 	
  0.410 	  0.000 	164.531 	 75.425 	  0.493 	  1.673 	  2.550 	 17.528 	 78.401 	
  0.420 	  0.000 	 74.531 	 74.194 	 -0.131 	  1.537 	  2.550 	 17.528 	 78.401 	
  0.430 	  0.000 	333.281 	 73.186 	 -0.064 	  1.862 	  2.550 	 17.528 	 78.401 	
  0.440 	  0.000 	156.094 	 70.948 	  0.305 	  1.834 	  2.480 	 17.528 	 78.401 	
  0.450 	  0.000 	272.812 	 80.013 	 -0.429 	  1.575 	  2.470 	 17.528 	 78.401 	
  0.460 	  0.000 	142.031 	 76.991 	  0.195 	  1.664 	  2.550 	 17.528 	 78.401 	
  0.470 	  0.000 	127.969 	 78.446 	 -0.145 	  1.417 	  2.300 	 17.528 	 78.401 	
  0.480 	  0.000 	341.719 	 73.410 	  0.181 	  1.603 	  2.550 	 17.528 	 78.401 	
  0.490 	  0.000 	178.594 	 76.991 	 -0.212 	  1.639 	  2.550 	 17.528 	 78.401 	
  0.500 	  0.000 	345.938 	 73.970 	 -1.336 	  1.774 	  2.470 	 17.528 	 78.401 	
  0.510 	  0.000 	355.781 	 69.158 	 -1.247 	  1.888 	  2.550 	 17.528 	 78.401 	
  0.520 	  0.000 	136.406 	 75.201 	 -0.190 	  1.576 	  2.550 	 17.528 	 78.401 	
  0.530 	  0.000 	123.750 	 75.872 	 -0.267 	  1.589 	  2.550 	 17.528 	 78.401 	
  0.540 	  0.000 	 33.750 	 78.670 	  0.242 	  1.610 	  2.550 	 17.528 	 78.401 	
  0.550 	  0.000 	261.562 	 73.970 	  0.192 	  1.663 	  2.420 	 17.528 	 78.401 	
  0.560 	  0.000 	240.469 	 76.767 	  0.129 	  1.597 	  2.550 	 17.528 	 78.401 	
  0.570 	  0.000 	205.312 	 71.844 	  0.032 	  1.814 	  2.490 	 17.528 	 78.401 	
  0.580 	  0.000 	302.344 	 76.879 	 -0.896 	  1.618 	  2.550 	 17.528 	 78.401 	
Time Stamp= 2011-09-10T07:52:00  0.025 	  0.000 	  1.406 	 78.670 	 -2.449 	  2.016 	  1.730 	  0.000 	  0.000 	
  0.030 	  0.000 	 99.844 	 73.858 	 -0.535 	  1.141 	  1.410 	  0.000 	  0.000 	
  0.035 	  0.000 	 35.156 	 73.858 	  3.475 	  1.820 	  1.550 	  0.000 	  0.000 	
  0.040 	  0.001 	 23.906 	 65.801 	  4.840 	  2.397 	  1.220 	  0.000 	  0.000 	
  0.045 	  0.000 	 12.656 	 56.736 	 10.569 	  3.616 	  1.290 	  0.000 	  0.000 	
  0.050 	  0.000 	 19.688 	 59.086 	  2.192 	  2.891 	  1.080 	  0.000 	  0.000 	
  0.055 	  0.000 	 18.281 	 69.605 	 -2.416 	  2.344 	  1.080 	  0.000 	  0.000 	
  0.060 	  0.000 	 67.500 	 60.093 	 -0.168 	  1.783 	  0.860 	  0.000 	  0.000 	
  0.065 	  0.000 	116.719 	 64.458 	 -2.317 	  2.858 	  1.160 	  0.000 	  0.000 	
  0.070 	  0.000 	127.969 	 70.389 	 -0.824 	  1.805 	  1.240 	  0.000 	  0.000 	
  0.075 	  0.000 	101.250 	 68.151 	 -0.691 	  1.680 	  2.100 	  0.000 	  0.000 	
  0.080 	  0.000 	135.000 	 79.453 	 -4.870 	  1.862 	  1.560 	  0.000 	  0.000 	
  0.085 	  0.000 	136.406 	 61.772 	  0.052 	  2.221 	  1.690 	  0.000 	  0.000 	
  0.090 	  0.000 	120.938 	 69.717 	 -1.611 	  1.770 	  1.750 	  0.000 	  0.000 	
  0.095 	  0.000 	104.062 	 69.270 	  0.334 	  1.784 	  1.650 	  0.000 	  0.000 	
  0.100 	  0.000 	 57.656 	 64.905 	  0.635 	  1.995 	  2.550 	  0.000 	  0.000 	
  0.110 	  0.000 	147.656 	 79.677 	 -0.029 	  1.622 	  1.750 	  0.000 	  0.000 	
  0.120 	  0.000 	 73.125 	 77.551 	  0.249 	  1.486 	  1.830 	  0.000 	  0.000 	
  0.130 	  0.000 	 37.969 	 70.165 	  0.425 	  1.672 	  2.330 	  0.000 	  0.000 	
  0.140 	  0.000 	 30.938 	 73.858 	  0.999 	  1.785 	  2.090 	  0.000 	  0.000 	
  0.150 	  0.000 	136.406 	 75.760 	 -0.313 	  1.639 	  1.780 	  0.000 	  0.000 	
  0.160 	  0.000 	 25.312 	 76.320 	  0.286 	  1.728 	  1.970 	  0.000 	  0.000 	
  0.170 	  0.000 	277.031 	 77.663 	  0.203 	  1.321 	  2.520 	  0.000 	  0.000 	
  0.180 	  0.000 	136.406 	 69.158 	  0.024 	  1.847 	  1.790 	  0.000 	  0.000 	
  0.190 	  0.000 	101.250 	 76.544 	  0.420 	  1.624 	  2.300 	  0.000 	  0.000 	
  0.200 	  0.000 	118.125 	 75.760 	 -0.902 	  1.686 	  2.360 	  0.000 	  0.000 	
  0.210 	  0.000 	 94.219 	 72.963 	 -0.195 	  1.696 	  2.230 	  0.000 	  0.000 	
  0.220 	  0.000 	 56.250 	 77.215 	  0.088 	  1.472 	  2.030 	  0.000 	  0.000 	
  0.230 	  0.000 	147.656 	 77.327 	 -0.670 	  1.673 	  2.020 	  0.000 	  0.000 	
  0.240 	  0.000 	354.375 	 73.970 	 -0.341 	  1.648 	  2.100 	  0.000 	  0.000 	
  0.250 	  0.000 	298.125 	 72.067 	 -1.578 	  1.902 	  1.820 	  0.000 	  0.000 	
  0.260 	  0.000 	261.562 	 74.417 	 -0.809 	  1.509 	  1.950 	  0.000 	  0.000 	
  0.270 	  0.000 	345.938 	 73.634 	  0.603 	  1.826 	  2.090 	  0.000 	  0.000 	
  0.280 	  0.000 	344.531 	 70.948 	 -0.491 	  2.060 	  1.950 	  0.000 	  0.000 	
  0.290 	  0.000 	  1.406 	 69.158 	 -0.131 	  2.252 	  1.800 	  0.000 	  0.000 	
  0.300 	  0.000 	205.312 	 78.222 	 -0.546 	  1.484 	  2.550 	  0.000 	  0.000 	
  0.310 	  0.000 	248.906 	 73.746 	  1.199 	  1.757 	  1.710 	  0.000 	  0.000 	
  0.320 	  0.000 	333.281 	 71.620 	 -0.562 	  1.874 	  2.040 	  0.000 	  0.000 	
  0.330 	  0.000 	285.469 	 79.341 	 -0.253 	  1.364 	  2.140 	  0.000 	  0.000 	
  0.340 	  0.000 	123.750 	 79.901 	 -0.292 	  1.554 	  1.780 	  0.000 	  0.000 	
  0.350 	  0.000 	310.781 	 73.970 	 -0.296 	  1.722 	  1.940 	  0.000 	  0.000 	
  0.360 	  0.000 	274.219 	 75.984 	  0.027 	  1.528 	  2.050 	  0.000 	  0.000 	
  0.370 	  0.000 	258.750 	 73.746 	  0.244 	  1.551 	  2.300 	  0.000 	  0.000 	
  0.380 	  0.000 	270.000 	 79.789 	  0.445 	  1.520 	  1.870 	  0.000 	  0.000 	
  0.390 	  0.000 	352.969 	 73.298 	 -0.328 	  1.667 	  1.630 	  0.000 	  0.000 	
  0.400 	  0.000 	354.375 	 72.739 	 -0.425 	  1.951 	  1.930 	  0.000 	  0.000 	
  0.410 	  0.000 	 68.906 	 65.465 	  0.279 	  1.900 	  1.960 	  0.000 	  0.000 	
  0.420 	  0.000 	 53.438 	 76.544 	 -0.084 	  1.541 	  1.620 	  0.000 	  0.000 	
  0.430 	  0.000 	358.594 	 75.313 	  0.737 	  1.807 	  1.960 	  0.000 	  0.000 	
  0.440 	  0.000 	 12.656 	 77.215 	  0.808 	  1.713 	  1.780 	  0.000 	  0.000 	
  0.450 	  0.000 	247.500 	 69.046 	 -0.183 	  1.575 	  1.940 	  0.000 	  0.000 	
  0.460 	  0.000 	324.844 	 75.872 	  0.040 	  1.770 	  2.140 	  0.000 	  0.000 	
  0.470 	  0.000 	333.281 	 72.963 	 -0.408 	  1.712 	  2.450 	  0.000 	  0.000 	
  0.480 	  0.000 	 70.312 	 75.984 	  0.147 	  1.485 	  1.800 	  0.000 	  0.000 	
  0.490 	  0.000 	140.625 	 74.753 	  0.072 	  1.893 	  2.320 	  0.000 	  0.000 	
  0.500 	  0.000 	 66.094 	 77.998 	  0.148 	  1.396 	  2.180 	  0.000 	  0.000 	
  0.510 	  0.000 	 91.406 	 76.096 	 -0.185 	  1.439 	  2.340 	  0.000 	  0.000 	
  0.520 	  0.000 	 37.969 	 77.551 	  1.415 	  1.818 	  2.100 	  0.000 	  0.000 	
  0.530 	  0.000 	 66.094 	 80.460 	  1.160 	  1.522 	  2.330 	  0.000 	  0.000 	
  0.540 	  0.000 	184.219 	 78.670 	 -0.485 	  1.710 	  1.860 	  0.000 	  0.000 	
  0.550 	  0.000 	274.219 	 78.222 	 -0.630 	  1.401 	  2.000 	  0.000 	  0.000 	
  0.560 	  0.000 	 80.156 	 80.236 	 -0.081 	  1.318 	  2.440 	  0.000 	  0.000 	
  0.570 	  0.000 	111.094 	 74.082 	 -0.125 	  1.567 	  1.870 	  0.000 	  0.000 	
  0.580 	  0.000 	108.281 	 76.320 	 -0.007 	  1.413 	  2.390 	  0.000 	  0.000 	
Time Stamp= 2011-09-10T08:22:00  0.025 	  0.000 	331.875 	 50.581 	  1.314 	  4.129 	  1.060 	 17.528 	 78.401 	
  0.030 	  0.000 	322.031 	 58.303 	-10.879 	  3.633 	  0.940 	 17.528 	 78.401 	
  0.035 	  0.001 	315.000 	 53.379 	-33.605 	  4.411 	  0.860 	 17.528 	 78.401 	
  0.040 	  0.001 	309.375 	 58.079 	-10.099 	  3.367 	  0.890 	 17.528 	 78.401 	
  0.045 	  0.001 	326.250 	 56.289 	-11.123 	  3.947 	  0.990 	 17.528 	 78.401 	
  0.050 	  0.000 	307.969 	 56.848 	 -5.413 	  3.289 	  1.110 	 17.528 	 78.401 	
  0.055 	  0.000 	320.625 	 51.365 	 -6.284 	  4.058 	  1.380 	 17.528 	 78.401 	
  0.060 	  0.000 	299.531 	 51.029 	 -1.014 	  2.094 	  1.310 	 17.528 	 78.401 	
  0.065 	  0.000 	320.625 	 54.946 	 -1.748 	  2.996 	  1.410 	 17.528 	 78.401 	
  0.070 	  0.000 	278.438 	 58.303 	 -0.862 	  2.413 	  1.170 	 17.528 	 78.401 	
  0.075 	  0.000 	309.375 	 58.079 	 -1.940 	  2.916 	  1.860 	 17.528 	 78.401 	
  0.080 	  0.000 	285.469 	 58.191 	 -0.537 	  1.679 	  2.010 	 17.528 	 78.401 	
  0.085 	  0.000 	291.094 	 58.415 	 -1.467 	  2.652 	  1.850 	 17.528 	 78.401 	
  0.090 	  0.000 	292.500 	 66.696 	  0.111 	  1.661 	  2.140 	 17.528 	 78.401 	
  0.095 	  0.000 	281.250 	 73.075 	 -0.547 	  1.454 	  2.550 	 17.528 	 78.401 	
  0.100 	  0.000 	  4.219 	 74.417 	  0.289 	  1.661 	  2.550 	 17.528 	 78.401 	
  0.110 	  0.000 	 46.406 	 75.201 	  0.489 	  1.331 	  2.550 	 17.528 	 78.401 	
  0.120 	  0.000 	 98.438 	 71.955 	 -0.389 	  1.632 	  2.550 	 17.528 	 78.401 	
  0.130 	  0.000 	262.969 	 69.717 	 -0.564 	  2.041 	  2.280 	 17.528 	 78.401 	
  0.140 	  0.000 	 66.094 	 78.782 	  0.106 	  1.683 	  2.210 	 17.528 	 78.401 	
  0.150 	  0.000 	336.094 	 80.236 	 -0.854 	  1.505 	  2.550 	 17.528 	 78.401 	
  0.160 	  0.000 	 28.125 	 76.208 	  0.150 	  1.580 	  2.550 	 17.528 	 78.401 	
  0.170 	  0.000 	 22.500 	 76.767 	  0.165 	  1.377 	  2.360 	 17.528 	 78.401 	
  0.180 	  0.000 	 11.250 	 76.655 	  0.098 	  1.626 	  2.420 	 17.528 	 78.401 	
  0.190 	  0.000 	212.344 	 77.327 	  0.432 	  1.594 	  2.550 	 17.528 	 78.401 	
  0.200 	  0.000 	140.625 	 71.172 	  1.661 	  2.085 	  2.550 	 17.528 	 78.401 	
  0.210 	  0.000 	324.844 	 76.991 	 -0.435 	  1.670 	  1.920 	 17.528 	 78.401 	
  0.220 	  0.000 	199.688 	 70.836 	  1.016 	  1.808 	  2.090 	 17.528 	 78.401 	
  0.230 	  0.000 	164.531 	 79.229 	 -2.170 	  1.794 	  2.300 	 17.528 	 78.401 	
  0.240 	  0.000 	203.906 	 76.432 	  0.933 	  1.762 	  2.500 	 17.528 	 78.401 	
  0.250 	  0.000 	215.156 	 74.977 	  0.614 	  1.683 	  2.390 	 17.528 	 78.401 	
  0.260 	  0.000 	194.062 	 75.984 	  0.912 	  1.740 	  2.550 	 17.528 	 78.401 	
  0.270 	  0.000 	 43.594 	 76.655 	  0.211 	  1.613 	  2.060 	 17.528 	 78.401 	
  0.280 	  0.000 	358.594 	 73.970 	 -0.691 	  1.888 	  1.660 	 17.528 	 78.401 	
  0.290 	  0.000 	 73.125 	 73.186 	 -0.517 	  1.640 	  2.140 	 17.528 	 78.401 	
  0.300 	  0.000 	232.031 	 73.298 	 -0.007 	  1.811 	  2.550 	 17.528 	 78.401 	
  0.310 	  0.000 	250.312 	 77.215 	  0.387 	  1.497 	  2.430 	 17.528 	 78.401 	
  0.320 	  0.000 	165.938 	 79.677 	 -0.349 	  1.598 	  2.510 	 17.528 	 78.401 	
  0.330 	  0.000 	 21.094 	 74.753 	 -0.122 	  1.793 	  2.380 	 17.528 	 78.401 	
  0.340 	  0.000 	 57.656 	 77.775 	  0.206 	  1.533 	  2.550 	 17.528 	 78.401 	
  0.350 	  0.000 	284.062 	 71.172 	  0.011 	  1.738 	  2.550 	 17.528 	 78.401 	
  0.360 	  0.000 	277.031 	 69.382 	  0.203 	  1.712 	  2.460 	 17.528 	 78.401 	
  0.370 	  0.000 	340.312 	 73.298 	 -1.436 	  1.840 	  2.290 	 17.528 	 78.401 	
  0.380 	  0.000 	 46.406 	 76.991 	  1.001 	  1.731 	  2.280 	 17.528 	 78.401 	
  0.390 	  0.000 	340.312 	 73.634 	  0.498 	  1.820 	  2.390 	 17.528 	 78.401 	
  0.400 	  0.000 	257.344 	 77.775 	 -0.055 	  1.429 	  2.550 	 17.528 	 78.401 	
  0.410 	  0.000 	216.562 	 74.977 	  0.339 	  1.748 	  2.080 	 17.528 	 78.401 	
  0.420 	  0.000 	  7.031 	 74.305 	 -1.928 	  2.090 	  2.380 	 17.528 	 78.401 	
  0.430 	  0.000 	230.625 	 77.551 	  1.451 	  1.690 	  2.550 	 17.528 	 78.401 	
  0.440 	  0.000 	357.188 	 79.341 	  0.719 	  1.648 	  2.550 	 17.528 	 78.401 	
  0.450 	  0.000 	 91.406 	 70.948 	 -0.043 	  1.481 	  2.200 	 17.528 	 78.401 	
  0.460 	  0.000 	 78.750 	 73.858 	  0.213 	  1.424 	  2.340 	 17.528 	 78.401 	
  0.470 	  0.000 	120.938 	 75.648 	 -0.870 	  1.474 	  2.160 	 17.528 	 78.401 	
  0.480 	  0.000 	129.375 	 72.963 	 -1.717 	  1.764 	  2.550 	 17.528 	 78.401 	
  0.490 	  0.000 	233.438 	 76.655 	  0.556 	  1.374 	  2.390 	 17.528 	 78.401 	
  0.500 	  0.000 	108.281 	 75.984 	 -0.541 	  1.481 	  2.370 	 17.528 	 78.401 	
  0.510 	  0.000 	164.531 	 78.446 	  0.646 	  1.656 	  2.360 	 17.528 	 78.401 	
  0.520 	  0.000 	129.375 	 79.229 	 -1.018 	  1.516 	  2.070 	 17.528 	 78.401 	
  0.530 	  0.000 	234.844 	 80.796 	  0.950 	  1.494 	  2.010 	 17.528 	 78.401 	
  0.540 	  0.000 	 23.906 	 79.565 	  2.326 	  1.736 	  2.550 	 17.528 	 78.401 	
  0.550 	  0.000 	 90.000 	 72.067 	 -0.224 	  1.490 	  2.550 	 17.528 	 78.401 	
  0.560 	  0.000 	 30.938 	 77.663 	  1.475 	  1.652 	  2.550 	 17.528 	 78.401 	
